movie_id,crew_name,job,department
16652,Boyd Kirkland,Director,Directing
128598,Albert Pyun,Director,Directing
52251,Jessica Hausner,Director,Directing
53950,George Bowers,Director,Directing
21533,Philip Spink,Director,Directing
37610,Frank Tashlin,Director,Directing
69234,Tony Richardson,Director,Directing
62410,Sean McNamara,Director,Directing
24059,Ryan Eslinger,Director,Directing
111043,André De Toth,Director,Directing
288521,William A. Seiter,Director,Directing
168164,Daniel Dencik,Director,Directing
216457,Philippe Garrel,Director,Directing
55531,Matti Kassila,Director,Directing
229594,Jerry P. Jacobs,Director,Directing
215405,Joseph Merhi,Director,Directing
93892,Irvin Kershner,Director,Directing
206581,Victor Sjöström,Director,Directing
25735,Gordon Wiles,Director,Directing
27738,Rick Rosenthal,Director,Directing
75826,Harley Cokeliss,Director,Directing
93077,W. Peter Iliff,Director,Directing
228245,Stuart Connelly,Director,Directing
44811,Steven R. Monroe,Director,Directing
14427,Marni Banack,Director,Directing
117120,Ian Clark,Director,Directing
27353,Savage Steve Holland,Director,Directing
49712,Elie Chouraqui,Director,Directing
53085,Andrei Kavun,Director,Directing
258251,Jonathan English,Director,Directing
21795,Oh Ki-hwan,Director,Directing
24556,Charles Grosvenor,Director,Directing
97732,Nate Meyer,Director,Directing
41235,Avi Nesher,Director,Directing
41625,Ken Finkleman,Director,Directing
31981,John Moffitt,Director,Directing
236324,Mark Quod,Director,Directing
44862,Ash Adams,Director,Directing
80596,John Boulting,Director,Directing
51791,Harold S. Bucquet,Director,Directing
87115,Jacques Feyder,Director,Directing
40785,Johan Brisinger,Director,Directing
98586,Eduard Cortés,Director,Directing
52203,John Gilling,Director,Directing
47197,Michael Powell,Director,Directing
47197,Adrian Brunel,Director,Directing
47197,Brian Desmond Hurst,Director,Directing
86956,Zoltan Korda,Director,Directing
28567,Zoltan Korda,Director,Directing
88320,Zoltan Korda,Director,Directing
173893,Zoltan Korda,Director,Directing
126759,William Cameron Menzies,Director,Directing
121354,José Ferrer,Director,Directing
176216,José Ferrer,Director,Directing
28187,José Ferrer,Director,Directing
48836,Carlos Ramos Jr.,Director,Directing
16444,Leslie Howard,Director,Directing
16444,George Pollock,Director,Directing
38611,Robert Totten,Director,Directing
32560,Gordon Douglas,Director,Directing
75822,Doug Lefler,Director,Directing
107593,Bretaigne Windust,Director,Directing
33077,Mervyn LeRoy,Director,Directing
221135,Jeremy Kagan,Director,Directing
43275,Jeremy Kagan,Director,Directing
178541,Jeremy Kagan,Director,Directing
150004,John Fawcett,Director,Directing
150004,Thomas J. Wright,Director,Directing
150004,Tobe Hooper,Director,Directing
150004,Sergio Mimica-Gezzan,Director,Directing
150004,Michael Katleman,Director,Directing
150004,Breck Eisner,Director,Directing
150004,Bryan Spicer,Director,Directing
150004,Félix Enríquez Alcalá,Director,Directing
150004,Jeremy Kagan,Director,Directing
86382,Sergey Bondarchuk,Director,Directing
118017,Burt Kennedy,Director,Directing
5147,Michael Carreras,Director,Directing
86193,Anthony M. Lanza,Director,Directing
41118,Henry Edwards,Director,Directing
157919,Bill Guttentag,Director,Directing
217896,Uwe Boll,Director,Directing
36983,Noel Nosseck,Director,Directing
43311,David Miller,Director,Directing
228676,Richard Schenkman,Director,Directing
45800,Jack Conway,Director,Directing
226672,Eric Styles,Director,Directing
44507,Randal Kleiser,Director,Directing
47536,Ennio De Concini,Director,Directing
38808,Budd Boetticher,Director,Directing
66963,Abel Gance,Director,Directing
130633,Abel Gance,Director,Directing
79892,Abel Gance,Director,Directing
146926,Albert Pyun,Director,Directing
76829,Jean-Paul Rappeneau,Director,Directing
86680,Camilo Vila,Director,Directing
55150,Richard Wilson,Director,Directing
263510,David Salzberg,Director,Directing
263510,Christian Tureaud,Director,Directing
81396,Michael Curtiz,Director,Directing
27944,Max Mannix,Director,Directing
85870,Florent-Emilio Siri,Director,Directing
52788,Douglas Buck,Director,Directing
42485,Károly Makk,Director,Directing
245072,Károly Makk,Director,Directing
199456,Youssef Chahine,Director,Directing
87939,Jules Dassin,Director,Directing
108345,David Butler,Director,Directing
91480,Benjamin Christensen,Director,Directing
183247,Philip Dunne,Director,Directing
54162,Geo Santini,Director,Directing
207641,John Eyres,Director,Directing
1849,Mark Robson,Director,Directing
213443,Richard Thorpe,Director,Directing
90582,Jim Henson,Director,Directing
171032,Monty Banks,Director,Directing
36258,Mark Roper,Director,Directing
50697,Seth Holt,Director,Directing
39494,Michael Curtiz,Director,Directing
158870,Shaka King,Director,Directing
172386,Brendan Maher,Director,Directing
28712,Edward Ludwig,Director,Directing
48689,Peter Yates,Director,Directing
113823,Charles Walters,Director,Directing
73085,John Asher,Director,Directing
88905,Jack Perez,Director,Directing
165569,Suri Krishnamma,Director,Directing
140605,Stephen Gyllenhaal,Director,Directing
57012,Stephen Gyllenhaal,Director,Directing
108251,Stephen Gyllenhaal,Director,Directing
43432,Adolfo Aristarain,Director,Directing
30861,Gabriele Albanesi,Director,Directing
46743,Richard Tuggle,Director,Directing
19183,Craig Clyde,Director,Directing
220746,Bryan Fogel,Director,Directing
52784,Daniel Lind Lagerlöf,Director,Directing
45247,Guy Green,Director,Directing
65489,Brian Desmond Hurst,Director,Directing
31933,Charles Grosvenor,Director,Directing
83667,Curtis Bernhardt,Director,Directing
35009,Stuart Heisler,Director,Directing
54782,Robert Radler,Director,Directing
256503,One9,Director,Directing
39477,Ryan Craig,Director,Directing
52252,John Moffitt,Director,Directing
231474,Nisha Ganatra,Director,Directing
238368,Jack Conway,Director,Directing
121003,Jack Conway,Director,Directing
223816,Jack Conway,Director,Directing
190160,Jack Conway,Director,Directing
48746,Rasmus Heide,Director,Directing
95866,Maurice Tourneur,Director,Directing
70811,Josh Becker,Director,Directing
14387,Sidney Gilliat,Director,Directing
14387,Frank Launder,Director,Directing
42343,Frank Launder,Director,Directing
228074,Frank Launder,Director,Directing
54391,Sidney Gilliat,Director,Directing
54391,Frank Launder,Director,Directing
252360,Uwe Boll,Director,Directing
15614,Armand Mastroianni,Director,Directing
54653,Duane Stinnett,Director,Directing
75834,Bill L. Norton,Director,Directing
18085,George Butler,Director,Directing
49060,Eric Styles,Director,Directing
49505,Tim Kirkby,Director,Directing
72094,Benjamin Ross,Director,Directing
79735,Henry Hathaway,Director,Directing
48669,Dan Garcia,Director,Directing
77964,Edmund Goulding,Director,Directing
90957,Sam Wood,Director,Directing
95919,Doze Niu Cheng-Tse,Director,Directing
72483,Ross Kagan Marks,Director,Directing
191717,Yury Bykov,Director,Directing
29609,Walter Forde,Director,Directing
79466,Joseph Sargent,Director,Directing
113582,Joseph Sargent,Director,Directing
96131,Joseph Sargent,Director,Directing
221144,Joseph Sargent,Director,Directing
133148,Joseph Sargent,Director,Directing
83849,Joseph Sargent,Director,Directing
98130,Joseph Sargent,Director,Directing
51681,Joseph Sargent,Director,Directing
51681,Daniel Mann,Director,Directing
281215,Joseph Sargent,Director,Directing
297668,Joseph Sargent,Director,Directing
266314,Joseph Sargent,Director,Directing
266314,Lee Philips,Director,Directing
69898,Joseph Sargent,Director,Directing
69898,Richard Carpenter,Director,Directing
129251,Joseph Sargent,Director,Directing
108259,Joseph Sargent,Director,Directing
263032,Joseph Sargent,Director,Directing
15759,Joseph Sargent,Director,Directing
50299,Joseph Sargent,Director,Directing
38468,Phil Rosen,Director,Directing
19496,Joseph Sargent,Director,Directing
27137,Joseph Sargent,Director,Directing
143838,James Flood,Director,Directing
143838,Elliott Nugent,Director,Directing
111024,Peter Ustinov,Director,Directing
53575,Edward Sedgwick,Director,Directing
101289,Wesley Ruggles,Director,Directing
162928,Robert Z. Leonard,Director,Directing
48341,Kiyoshi Kurosawa,Director,Directing
98507,Denis Sanders,Director,Directing
111359,Thorold Dickinson,Director,Directing
26250,Beth McCarthy-Miller,Director,Directing
133241,Tom Gustafson,Director,Directing
47925,Clifford Odets,Director,Directing
177580,Don Weis,Director,Directing
80032,Don Weis,Director,Directing
30002,Don Weis,Director,Directing
41551,Will Price,Director,Directing
184936,William A. Wellman,Director,Directing
43362,Stanley Donen,Director,Directing
193603,Terron R. Parsons,Director,Directing
54105,David Burton Morris,Director,Directing
191428,Károly Makk,Director,Directing
112049,Ralph Thomas,Director,Directing
108917,Jeffrey Schwarz,Director,Directing
153997,Gordon Douglas,Director,Directing
97942,William Malone,Director,Directing
113737,Mira Nair,Director,Directing
140849,Rudolph Maté,Director,Directing
73832,Eugenio Martín,Director,Directing
55603,William Beaudine,Director,Directing
138990,Boris Sagal,Director,Directing
215453,Edwin L. Marin,Director,Directing
74604,William C. McGann,Director,Directing
118443,Kari Skogland,Director,Directing
16356,Kari Skogland,Director,Directing
42519,Bernard McEveety,Director,Directing
128229,Frank Capra,Director,Directing
154073,James Frawley,Director,Directing
97910,Curtis Bernhardt,Director,Directing
186201,Fred Niblo,Director,Directing
68976,Richard Thorpe,Director,Directing
87588,Roy Ward Baker,Director,Directing
118154,Sergey Bondarchuk,Director,Directing
87881,Edwin L. Marin,Director,Directing
80090,Edmond T. Gréville,Director,Directing
43092,Edmond T. Gréville,Director,Directing
80633,Edmond T. Gréville,Director,Directing
31253,Ted V. Mikels,Director,Directing
27832,Ted V. Mikels,Director,Directing
27840,Ted V. Mikels,Director,Directing
262609,Ted V. Mikels,Director,Directing
77632,Joseph Manduke,Director,Directing
84718,Stuart Walker,Director,Directing
123075,Paul Wendkos,Director,Directing
147876,Raoul Walsh,Director,Directing
13699,John Rice,Director,Directing
137491,Richard Friedenberg,Director,Directing
29817,Harry Hurwitz,Director,Directing
43603,Marc Allégret,Director,Directing
194880,Marc Allégret,Director,Directing
66968,Marc Allégret,Director,Directing
149043,Giacomo Campiotti,Director,Directing
289390,Bonnie McFarlane,Director,Directing
118446,Lewis R. Foster,Director,Directing
75562,Andrea Segre,Director,Directing
244956,Hiroshi Teshigahara,Director,Directing
284276,Daniel Barnz,Director,Directing
237808,Andrei Gruzsniczki,Director,Directing
144229,Martyn Burke,Director,Directing
166221,Julie Cypher,Director,Directing
44014,Mark L. Lester,Director,Directing
223497,William A. Seiter,Director,Directing
10639,Detlev Buck,Director,Directing
169832,Jack Smight,Director,Directing
190091,Gustav Machatý,Director,Directing
158114,William C. McGann,Director,Directing
64984,Lewis Gilbert,Director,Directing
220514,Lou Simon,Director,Directing
82257,Roy Del Ruth,Director,Directing
123620,Paul Morrissey,Director,Directing
53571,Edward Sedgwick,Director,Directing
43131,Edward Sedgwick,Director,Directing
127040,Edward Sedgwick,Director,Directing
51572,Edward Sedgwick,Director,Directing
78354,Alfred E. Green,Director,Directing
128048,Raoul Walsh,Director,Directing
36109,John Millea,Director,Directing
74529,Gordon Douglas,Director,Directing
4930,John Guillermin,Director,Directing
43151,W.S. Van Dyke,Director,Directing
229757,Roy Rowland,Director,Directing
250332,Ford Beebe,Director,Directing
250332,Ray Taylor,Director,Directing
64994,Liu Chia-Liang,Director,Directing
35109,Jonathan Miller,Director,Directing
119840,Jonathan Miller,Director,Directing
60139,Yossi Wein,Director,Directing
42182,Yossi Wein,Director,Directing
83957,John Guillermin,Director,Directing
69495,David S. Cass Sr.,Director,Directing
40824,Joseph H. Lewis,Director,Directing
80320,Richard Fleischer,Director,Directing
227402,William Beaudine,Director,Directing
258673,Michael Wilson,Director,Directing
63591,Edward Buzzell,Director,Directing
29799,John Eyres,Director,Directing
257578,Paul Aaron,Director,Directing
196862,George Marshall,Director,Directing
65213,Richard L. Bare,Director,Directing
65211,Richard L. Bare,Director,Directing
23853,Valerie McCaffrey,Director,Directing
27544,John Cromwell,Director,Directing
129009,David Swift,Director,Directing
147810,Norman Z. McLeod,Director,Directing
242458,Pang Eun-jin,Director,Directing
112141,Jon Kroll,Director,Directing
39337,Adam Dubin,Director,Directing
48407,Terence Fisher,Director,Directing
69803,Alex Pires,Director,Directing
129415,Marcus Raboy,Director,Directing
13621,Ole Martin Hafsmo,Director,Directing
134415,Geoff Anderson,Director,Directing
42250,Lee Alan McConnell,Director,Directing
43880,W.S. Van Dyke,Director,Directing
41018,Hugo Fregonese,Director,Directing
6976,Curtis Harrington,Director,Directing
6610,Robert Parrish,Director,Directing
53441,Norman Taurog,Director,Directing
238811,Ning Hao,Director,Directing
24978,David Daniel,Director,Directing
24978,Damon Dash,Director,Directing
55989,John Shea,Director,Directing
38134,Albert Pyun,Director,Directing
108812,Robert Wise,Director,Directing
44049,Nadia Tass,Director,Directing
43310,Raoul Walsh,Director,Directing
26838,Curtis Bernhardt,Director,Directing
99345,Robert Montgomery,Director,Directing
84109,John Boulting,Director,Directing
114251,Roy Boulting,Director,Directing
42800,John Boulting,Director,Directing
42800,Roy Boulting,Director,Directing
90460,S. Sylvan Simon,Director,Directing
65546,S. Sylvan Simon,Director,Directing
90461,S. Sylvan Simon,Director,Directing
90465,S. Sylvan Simon,Director,Directing
218098,S. Sylvan Simon,Director,Directing
37484,S. Sylvan Simon,Director,Directing
43454,S. Sylvan Simon,Director,Directing
62347,Philippe Mora,Director,Directing
252682,Philippe Mora,Director,Directing
93335,David MacDonald,Director,Directing
44536,Roy Boulting,Director,Directing
36491,Roy Boulting,Director,Directing
18373,Roy Boulting,Director,Directing
180836,Roy Boulting,Director,Directing
63045,Warren P. Sonoda,Director,Directing
48132,Joey Figueroa,Director,Directing
48132,Zak Knutson,Director,Directing
90720,Sergio Corbucci,Director,Directing
79842,Aun Hoe Goh,Director,Directing
19335,Robert Rossen,Director,Directing
27635,Anthony Mann,Director,Directing
43392,Alfred E. Green,Director,Directing
38465,Phil Karlson,Director,Directing
46145,Alfred E. Green,Director,Directing
56669,Matthew Patrick,Director,Directing
74860,Kim Gok,Director,Directing
74860,Kim Sun,Director,Directing
15909,David Gumpel,Director,Directing
72460,Bruce Geller,Director,Directing
41366,Richard Spence,Director,Directing
34768,Richard Thorpe,Director,Directing
28661,Robert Aldrich,Director,Directing
106017,Robert Aldrich,Director,Directing
79645,Robert Aldrich,Director,Directing
36514,Ralph Nelson,Director,Directing
42354,Chris Stokes,Director,Directing
61473,Sean McNamara,Director,Directing
42267,Jonathan Kaplan,Director,Directing
61052,Paul Goldman,Director,Directing
164372,Vladlen Barbe,Director,Directing
164372,Maksim Sveshnikov,Director,Directing
